transaction_id,date,type,total_balance,amount,remaining_balance,remarks,user_id,recipient,transaction_mode
O2SAT8,4/22/2025,Bill Payment,23056,220,22836,cleared internet bill,rohan,,P2M
NBTU6L,4/22/2025,Money Transfer,43422,10523,32899,split vacation cost,rohan,harry,P2P
EY44AF,5/8/2025,Bill Payment,44726,264,44462,paid electricity bill,rohan,,P2M
K60KJ5,5/1/2025,Mobile Recharge,44389,326,44063,weekly pack reload,nisha,,P2M
ZERPL6,4/22/2025,Money Transfer,48415,16450,31965,gift for birthday,aryan,alex,P2P
Q06QKF,5/6/2025,Money Transfer,43794,12498,31296,paid tuition fee,nisha,kumar,P2P
FI0SCG,4/18/2025,Money Transfer,36108,16525,19583,sent rent,nisha,alex,P2P
147CYF,5/7/2025,Money Transfer,29365,8404,20961,gift for birthday,aryan,mira,P2P
R0XO8G,5/5/2025,Bill Payment,16626,327,16299,online newspaper renewal,deepa,,P2M
ATFGX8,4/18/2025,Money Transfer,49173,7318,41855,urgent family need,rohan,kumar,P2P
2GJJ7F,5/8/2025,Money Transfer,22674,5933,16741,sent rent,anil,mira,P2P
FQNO9V,4/19/2025,Bill Payment,42532,258,42274,cleared internet bill,nisha,,P2M
L11STX,4/13/2025,Mobile Recharge,22957,74,22883,night data pack,aryan,,P2M
P307SB,4/22/2025,Bill Payment,46920,318,46602,cleared water charges,nisha,,P2M
DP0PM6,4/13/2025,Money Transfer,20382,10730,9652,advance payment to friend,deepa,harry,P2P
YF8NS2,5/10/2025,Bill Payment,24950,482,24468,gym membership dues,deepa,,P2M
G6UWKQ,4/15/2025,Money Transfer,47545,4969,42576,shared dinner bill,anil,john,P2P
CQKYXD,4/22/2025,Bill Payment,5940,275,5665,cleared digital TV dues,deepa,,P2M
9QNT8W,4/13/2025,Bill Payment,39597,255,39342,tv cable payment,deepa,,P2M
28KO4H,4/25/2025,Mobile Recharge,15819,75,15744,voice and data bundle,nisha,,P2M
VLJIYZ,4/17/2025,Money Transfer,46474,13818,32656,shared fuel cost,deepa,shruti,P2P
Q21YPG,5/5/2025,Money Transfer,9588,1590,7998,roommate rent share,nisha,mira,P2P
3A0059,5/8/2025,Mobile Recharge,1541,463,1078,flash deal recharge,deepa,,P2M
76QYD0,4/23/2025,Money Transfer,26483,2673,23810,shared fuel cost,nisha,harry,P2P
UWB5V7,4/30/2025,Money Transfer,43815,4339,39476,shared fuel cost,sita,shruti,P2P
7VI57W,4/15/2025,Mobile Recharge,26473,382,26091,recharged unlimited pack,rohan,,P2M
UIG4M3,5/9/2025,Bill Payment,28293,471,27822,education portal fee,rohan,,P2M
UC3ZJC,4/20/2025,Mobile Recharge,21163,127,21036,voice and data bundle,sita,,P2M
YTXG4F,5/12/2025,Bill Payment,46234,471,45763,paid club membership,nisha,,P2M
Y48JKR,4/13/2025,Bill Payment,30723,221,30502,postpaid mobile bill,anil,,P2M
9YSKM6,4/16/2025,Money Transfer,58206,9896,48310,support for groceries,nisha,alex,P2P
LM49HS,5/6/2025,Money Transfer,10057,8653,1404,shared dinner bill,nisha,mira,P2P
0QTGN4,4/22/2025,Money Transfer,27055,17231,9824,repaid borrowed amount,anil,john,P2P
9VCB7C,4/24/2025,Mobile Recharge,13581,297,13284,weekly pack reload,rohan,,P2M
EFOGWN,5/9/2025,Money Transfer,48007,18570,29437,support for groceries,nisha,alex,P2P
8H3VSO,5/4/2025,Bill Payment,7717,480,7237,paid electricity bill,rohan,,P2M
ON0YLR,4/30/2025,Money Transfer,23554,7370,16184,monthly loan repayment,anil,alex,P2P
8EPVN8,5/11/2025,Mobile Recharge,22842,266,22576,student discount recharge,rohan,,P2M
KDGS0V,4/24/2025,Money Transfer,41843,11651,30192,sent birthday funds,sita,harry,P2P
QX4ALE,4/30/2025,Bill Payment,34912,474,34438,cleared internet bill,sita,,P2M
KC4CVH,4/12/2025,Bill Payment,15014,407,14607,paid home utilities,rohan,,P2M
4WE15S,4/28/2025,Bill Payment,35438,377,35061,cleared internet bill,anil,,P2M
8M63QO,4/30/2025,Money Transfer,29749,3561,26188,emergency funds,aryan,john,P2P
0CYZRI,5/5/2025,Mobile Recharge,27748,105,27643,voice pack recharge,sita,,P2M
3IX9CX,4/17/2025,Money Transfer,16752,10989,5763,roommate rent share,nisha,john,P2P
DS4KY2,5/8/2025,Mobile Recharge,23257,377,22880,recharged phone,nisha,,P2M
SUR3VC,5/5/2025,Bill Payment,7914,364,7550,internet recharge,nisha,,P2M
EO86WP,5/4/2025,Mobile Recharge,1582,234,1348,super saver recharge,rohan,,P2M
ECULLO,5/2/2025,Mobile Recharge,18891,417,18474,recharged phone,nisha,,P2M
A01H85,4/27/2025,Mobile Recharge,31679,490,31189,recharged phone,deepa,,P2M
7NVBIO,4/14/2025,Money Transfer,22440,8297,14143,shared dinner bill,sita,john,P2P
PCME96,4/23/2025,Mobile Recharge,47200,248,46952,limited time mobile pack,nisha,,P2M
H4OS8O,4/26/2025,Bill Payment,25306,180,25126,postpaid mobile bill,nisha,,P2M
E818RF,4/21/2025,Mobile Recharge,4601,223,4378,special festival offer recharge,deepa,,P2M
FPQL0P,4/15/2025,Bill Payment,42879,70,42809,cleared water charges,deepa,,P2M
X9GF1T,4/19/2025,Bill Payment,40780,54,40726,monthly subscription,aryan,,P2M
7Z2KXA,4/16/2025,Bill Payment,47126,300,46826,monthly EMIs,rohan,,P2M
WZ5FDG,5/4/2025,Money Transfer,26276,12216,14060,monthly loan repayment,anil,shruti,P2P
TQ72FM,5/1/2025,Bill Payment,29372,267,29105,cleared digital TV dues,aryan,,P2M
BZSA6C,5/1/2025,Money Transfer,29182,11370,17812,emergency funds,aryan,harry,P2P
XREDB4,5/5/2025,Mobile Recharge,8684,165,8519,quick talktime refill,aryan,,P2M
1AZ1QS,4/15/2025,Bill Payment,27349,83,27266,education portal fee,deepa,,P2M
GMPKDC,5/6/2025,Bill Payment,31188,230,30958,gym membership dues,aryan,,P2M
I6STW7,4/27/2025,Money Transfer,58254,15550,42704,shared fuel cost,rohan,kumar,P2P
3BTR5Z,4/26/2025,Bill Payment,12666,178,12488,gym membership dues,anil,,P2M
ZQWWZG,4/15/2025,Money Transfer,15289,10105,5184,old debt settlement,deepa,mira,P2P
OD2BLS,5/5/2025,Mobile Recharge,15966,384,15582,data pack activation,aryan,,P2M
DGOLXX,4/17/2025,Mobile Recharge,3094,462,2632,monthly mobile recharge,nisha,,P2M
J7SFAW,4/20/2025,Bill Payment,11467,290,11177,settled utility bills,aryan,,P2M
EVK3AY,4/19/2025,Mobile Recharge,24307,375,23932,daily plan reload,aryan,,P2M
99L7QH,4/12/2025,Mobile Recharge,8782,213,8569,quick talktime refill,deepa,,P2M
GWY7F0,4/20/2025,Money Transfer,34513,7452,27061,shared fuel cost,deepa,mira,P2P
H9ID26,4/18/2025,Mobile Recharge,26662,72,26590,special festival offer recharge,deepa,,P2M
PT52A7,4/23/2025,Mobile Recharge,30008,106,29902,recharged phone,deepa,,P2M
2PSKUR,5/4/2025,Bill Payment,48299,104,48195,internet recharge,deepa,,P2M
9AKJ6R,5/6/2025,Money Transfer,23511,11164,12347,repaid borrowed amount,sita,harry,P2P
P7REIA,4/19/2025,Bill Payment,25688,87,25601,paid club membership,rohan,,P2M
5V8DZ2,5/12/2025,Mobile Recharge,21186,242,20944,data pack activation,deepa,,P2M
YPX65T,4/30/2025,Money Transfer,21156,10565,10591,paid tuition fee,deepa,mira,P2P
BO57B2,5/7/2025,Money Transfer,36621,2498,34123,old debt settlement,sita,mira,P2P
ZME1Z6,4/24/2025,Mobile Recharge,45023,179,44844,monthly mobile recharge,nisha,,P2M
GPQ38C,5/11/2025,Money Transfer,64134,14487,49647,covered concert tickets,nisha,shruti,P2P
H7TEDC,5/4/2025,Bill Payment,4661,417,4244,cleared digital TV dues,rohan,,P2M
H838S2,5/11/2025,Money Transfer,39839,5768,34071,helped friend,deepa,john,P2P
0YXUNR,5/1/2025,Money Transfer,44874,13639,31235,old debt settlement,rohan,harry,P2P
7G5GHS,4/16/2025,Bill Payment,24263,174,24089,paid home utilities,anil,,P2M
38FU3Q,4/13/2025,Bill Payment,17735,149,17586,monthly subscription,anil,,P2M
YAI0KX,4/18/2025,Money Transfer,13784,5282,8502,old debt settlement,anil,mira,P2P
XP50F3,4/23/2025,Money Transfer,17049,12554,4495,monthly loan repayment,nisha,harry,P2P
HAPDOV,4/30/2025,Money Transfer,25548,18202,7346,advance payment to friend,deepa,shruti,P2P
NN8LE6,4/17/2025,Money Transfer,18159,6140,12019,split vacation cost,aryan,alex,P2P
75WYL6,5/11/2025,Bill Payment,39428,177,39251,postpaid mobile bill,anil,,P2M
68EXZR,4/16/2025,Bill Payment,24174,229,23945,credit card bill,rohan,,P2M
4WIQ2E,5/2/2025,Mobile Recharge,9634,119,9515,daily plan reload,nisha,,P2M
MDIDG3,4/12/2025,Bill Payment,8415,167,8248,tv cable payment,rohan,,P2M
OIKUV9,4/13/2025,Money Transfer,48746,10806,37940,old debt settlement,nisha,harry,P2P
1KI6UY,4/27/2025,Mobile Recharge,31515,179,31336,special festival offer recharge,sita,,P2M
G44PI2,4/20/2025,Mobile Recharge,6918,452,6466,special festival offer recharge,aryan,,P2M
WI1CHE,5/12/2025,Mobile Recharge,36008,263,35745,voice and data bundle,sita,,P2M
6JNW04,5/6/2025,Money Transfer,26649,14424,12225,sent birthday funds,anil,harry,P2P
4KTL30,4/29/2025,Bill Payment,43258,448,42810,paid electricity bill,rohan,,P2M
06WRXA,5/3/2025,Mobile Recharge,43547,346,43201,combo pack activated,rohan,,P2M
JSZIHT,5/9/2025,Money Transfer,42139,5041,37098,shared fuel cost,rohan,alex,P2P
DVUKP1,4/27/2025,Money Transfer,8529,3865,4664,shared dinner bill,anil,mira,P2P
OUGPHX,5/12/2025,Bill Payment,23095,153,22942,cleared digital TV dues,deepa,,P2M
IREZGN,5/6/2025,Mobile Recharge,20372,297,20075,weekly pack reload,nisha,,P2M
7UAR6H,4/19/2025,Bill Payment,42453,278,42175,regular bill settlement,aryan,,P2M
ZNRNAV,4/26/2025,Mobile Recharge,7992,320,7672,ntc top-up,aryan,,P2M
EMKQXJ,4/22/2025,Bill Payment,34093,265,33828,paid electricity bill,nisha,,P2M
6NQCKO,4/18/2025,Bill Payment,10481,107,10374,education portal fee,deepa,,P2M
WOW3OP,5/8/2025,Money Transfer,33341,16804,16537,emergency funds,deepa,shruti,P2P
RRPYEJ,4/22/2025,Money Transfer,49524,19029,30495,split vacation cost,anil,alex,P2P
P5IA6R,4/26/2025,Money Transfer,48143,2462,45681,emergency funds,sita,mira,P2P
GDB3C2,4/13/2025,Money Transfer,47239,3861,43378,cash gift for nephew,nisha,kumar,P2P
XQJTKA,5/5/2025,Mobile Recharge,28246,99,28147,recharged unlimited pack,sita,,P2M
7JDYJE,4/18/2025,Money Transfer,37469,11656,25813,family medical help,anil,john,P2P
UYYT4M,5/10/2025,Bill Payment,8701,440,8261,renewed online subscription,nisha,,P2M
ZJCZ1I,4/26/2025,Bill Payment,17414,187,17227,paid electricity bill,nisha,,P2M
ORO7CI,5/2/2025,Bill Payment,24481,473,24008,education portal fee,anil,,P2M
JBMKDO,4/29/2025,Bill Payment,31500,68,31432,renewed online subscription,rohan,,P2M
LZ5BXU,4/23/2025,Money Transfer,28686,4400,24286,advance payment to friend,nisha,harry,P2P
66TD3Z,4/26/2025,Mobile Recharge,4348,488,3860,voice pack recharge,sita,,P2M
HAO8XB,5/4/2025,Money Transfer,20477,17533,2944,split vacation cost,rohan,mira,P2P
CJJKE5,5/4/2025,Bill Payment,44702,329,44373,monthly EMIs,deepa,,P2M
BG7UVW,4/27/2025,Bill Payment,15177,265,14912,monthly EMIs,nisha,,P2M
911J1K,4/17/2025,Money Transfer,15844,4744,11100,split vacation cost,rohan,mira,P2P
CLY6W0,4/30/2025,Money Transfer,16398,11095,5303,paid tuition fee,sita,harry,P2P
Z0OP4Z,4/29/2025,Mobile Recharge,22702,155,22547,flash deal recharge,anil,,P2M
689QCY,5/1/2025,Mobile Recharge,46439,183,46256,recharged phone,rohan,,P2M
S998Z7,5/5/2025,Bill Payment,30752,440,30312,paid home utilities,aryan,,P2M
1YT1QX,4/27/2025,Bill Payment,28796,213,28583,internet recharge,nisha,,P2M
B8UJZP,5/1/2025,Money Transfer,53958,7990,45968,repaid borrowed amount,anil,shruti,P2P
TW4D2H,5/8/2025,Mobile Recharge,3350,389,2961,limited time mobile pack,nisha,,P2M
TTW6BT,5/7/2025,Bill Payment,12312,64,12248,renewed online subscription,sita,,P2M
MV6BBS,4/15/2025,Money Transfer,51348,18173,33175,monthly loan repayment,rohan,harry,P2P
OPR4PT,4/22/2025,Money Transfer,27908,15980,11928,sent birthday funds,sita,john,P2P
UHACVS,5/6/2025,Bill Payment,47807,425,47382,internet recharge,nisha,,P2M
SO1PSS,5/3/2025,Bill Payment,34249,172,34077,monthly EMIs,rohan,,P2M
5XJJOT,4/30/2025,Mobile Recharge,41757,489,41268,weekly pack reload,nisha,,P2M
RJ1CCI,4/14/2025,Mobile Recharge,21188,183,21005,voice and data bundle,nisha,,P2M
ZISGRF,5/3/2025,Money Transfer,30879,15279,15600,gift for birthday,anil,mira,P2P
DW45KM,4/24/2025,Mobile Recharge,12721,402,12319,bonus talktime refill,deepa,,P2M
NCBXE7,5/3/2025,Money Transfer,47715,818,46897,shared dinner bill,deepa,shruti,P2P
4DTDNT,4/24/2025,Mobile Recharge,5995,481,5514,recharged unlimited pack,deepa,,P2M
KUGPV7,4/27/2025,Bill Payment,38059,92,37967,education portal fee,rohan,,P2M
IKTPHD,5/5/2025,Money Transfer,4295,973,3322,repaid borrowed amount,sita,mira,P2P
RJCUGX,4/20/2025,Mobile Recharge,33122,367,32755,voice pack recharge,deepa,,P2M
UHUD0U,4/27/2025,Money Transfer,30720,2763,27957,gift for birthday,anil,mira,P2P
I10HMM,5/11/2025,Bill Payment,9704,393,9311,cleared digital TV dues,anil,,P2M
E1T4FO,5/6/2025,Mobile Recharge,37622,170,37452,quick talktime refill,rohan,,P2M
VP3J30,5/6/2025,Money Transfer,62436,17290,45146,monthly loan repayment,sita,shruti,P2P
SDIXLB,4/29/2025,Money Transfer,29837,19416,10421,old debt settlement,anil,mira,P2P
ZNSM70,4/19/2025,Mobile Recharge,25700,186,25514,ncell recharge,deepa,,P2M
OTHVNW,5/10/2025,Money Transfer,43601,4589,39012,sent birthday funds,anil,john,P2P
D9GP7E,4/21/2025,Mobile Recharge,11794,224,11570,recharged phone,deepa,,P2M
NXGDF7,4/24/2025,Money Transfer,37121,18063,19058,sent rent,rohan,alex,P2P
K8G8RT,4/22/2025,Mobile Recharge,7517,117,7400,weekly pack reload,nisha,,P2M
3TPWUZ,5/11/2025,Bill Payment,45977,155,45822,education portal fee,aryan,,P2M
R9AK4K,4/28/2025,Money Transfer,28801,7722,21079,urgent family need,rohan,alex,P2P
93S52G,4/23/2025,Bill Payment,34682,464,34218,online newspaper renewal,aryan,,P2M
8XM47Q,5/11/2025,Bill Payment,17333,354,16979,tv cable payment,sita,,P2M
O23QBG,4/12/2025,Bill Payment,13110,89,13021,cleared internet bill,rohan,,P2M
DRAQ3U,5/10/2025,Money Transfer,38424,16553,21871,old debt settlement,sita,harry,P2P
6C482Z,5/3/2025,Mobile Recharge,10911,460,10451,bonus talktime refill,aryan,,P2M
4SRNN2,5/2/2025,Bill Payment,34822,177,34645,education portal fee,anil,,P2M
RP1XIY,5/2/2025,Mobile Recharge,4444,114,4330,combo pack activated,aryan,,P2M
R8G8ZE,5/12/2025,Bill Payment,44534,358,44176,paid club membership,deepa,,P2M
WU0VNY,4/30/2025,Mobile Recharge,22134,450,21684,ntc top-up,sita,,P2M
0ZDVR5,4/14/2025,Money Transfer,9884,2725,7159,cash gift for nephew,aryan,kumar,P2P
KC311L,5/3/2025,Money Transfer,44149,13907,30242,roommate rent share,sita,alex,P2P
LG36TZ,4/29/2025,Bill Payment,47605,342,47263,online newspaper renewal,deepa,,P2M
96DLT8,5/5/2025,Money Transfer,15811,3792,12019,repaid borrowed amount,anil,mira,P2P
TJ064Y,4/16/2025,Money Transfer,28670,2464,26206,advance payment to friend,aryan,mira,P2P
Q1C1AP,4/21/2025,Mobile Recharge,9058,84,8974,special festival offer recharge,nisha,,P2M
SM0CN1,5/3/2025,Money Transfer,17321,13423,3898,shared fuel cost,nisha,alex,P2P
ZB2E64,4/16/2025,Bill Payment,13458,369,13089,gym membership dues,rohan,,P2M
06RZKD,5/3/2025,Money Transfer,51130,7994,43136,roommate rent share,aryan,alex,P2P
R9CFZQ,5/12/2025,Mobile Recharge,37213,426,36787,daily plan reload,deepa,,P2M
XIU8IX,4/20/2025,Mobile Recharge,18446,381,18065,quick talktime refill,sita,,P2M
D28T1O,5/5/2025,Mobile Recharge,49307,98,49209,super saver recharge,aryan,,P2M
Q4LGY7,4/15/2025,Mobile Recharge,20867,487,20380,student discount recharge,deepa,,P2M
YMMWH6,4/14/2025,Mobile Recharge,1561,412,1149,combo pack activated,nisha,,P2M
PA9HY6,4/15/2025,Bill Payment,9019,217,8802,paid club membership,rohan,,P2M
FE4RH1,4/18/2025,Bill Payment,38735,229,38506,online newspaper renewal,deepa,,P2M
ML5Y1N,5/9/2025,Bill Payment,32703,399,32304,postpaid mobile bill,anil,,P2M
JVU5HX,5/1/2025,Money Transfer,66983,19376,47607,shared fuel cost,anil,john,P2P
NOIKR3,5/2/2025,Money Transfer,18562,9291,9271,monthly rent for flat,rohan,shruti,P2P
KRCRPD,4/14/2025,Mobile Recharge,31928,67,31861,limited time mobile pack,sita,,P2M
GPXJSB,5/12/2025,Mobile Recharge,26952,83,26869,ncell recharge,nisha,,P2M
G5TRLP,5/2/2025,Bill Payment,43526,272,43254,monthly EMIs,rohan,,P2M
TYPJJT,4/30/2025,Mobile Recharge,43760,163,43597,student discount recharge,deepa,,P2M
KBE8OR,5/5/2025,Mobile Recharge,26094,402,25692,combo pack activated,aryan,,P2M
661FCA,5/1/2025,Mobile Recharge,7596,400,7196,data pack activation,anil,,P2M
R3CRX7,4/23/2025,Money Transfer,29074,19124,9950,shared fuel cost,nisha,shruti,P2P
BWWJIG,4/12/2025,Money Transfer,21587,15604,5983,emergency funds,deepa,harry,P2P
5NO57G,4/28/2025,Mobile Recharge,34055,53,34002,bonus talktime refill,rohan,,P2M
X7TBQ8,5/9/2025,Mobile Recharge,34045,187,33858,combo pack activated,deepa,,P2M
NPSVKN,4/29/2025,Bill Payment,26593,52,26541,paid electricity bill,deepa,,P2M
0JGCKO,4/29/2025,Bill Payment,41479,87,41392,cleared water charges,sita,,P2M
LGHUPE,4/22/2025,Mobile Recharge,19688,61,19627,voice pack recharge,nisha,,P2M
PDC9AR,4/24/2025,Bill Payment,34761,468,34293,renewed online subscription,aryan,,P2M
UYVVLP,4/13/2025,Bill Payment,3411,431,2980,paid electricity bill,deepa,,P2M
YYKSUJ,4/29/2025,Money Transfer,28958,17693,11265,emergency funds,deepa,alex,P2P
8YSF0E,5/8/2025,Mobile Recharge,46975,78,46897,voice and data bundle,aryan,,P2M
X168K5,4/14/2025,Bill Payment,36464,490,35974,tv cable payment,deepa,,P2M
TJ9H4A,5/2/2025,Bill Payment,6505,93,6412,education portal fee,nisha,,P2M
020FQA,5/10/2025,Money Transfer,24620,14949,9671,cash gift for nephew,sita,harry,P2P
QHDEH7,4/25/2025,Mobile Recharge,2898,386,2512,recharged phone,aryan,,P2M
GSHRCE,5/12/2025,Mobile Recharge,27684,77,27607,ntc top-up,nisha,,P2M
ALS173,4/27/2025,Bill Payment,25621,478,25143,monthly EMIs,sita,,P2M
Y7ZOHI,4/29/2025,Mobile Recharge,15430,89,15341,evening call pack,aryan,,P2M
T8M76C,4/18/2025,Bill Payment,42109,212,41897,cleared digital TV dues,sita,,P2M
CR5X0M,4/24/2025,Money Transfer,23651,3081,20570,family medical help,deepa,john,P2P
ME1JAI,5/11/2025,Mobile Recharge,7845,244,7601,night data pack,rohan,,P2M
HWUMYC,5/11/2025,Money Transfer,16650,11698,4952,emergency funds,rohan,kumar,P2P
X8OGK8,5/4/2025,Bill Payment,17461,80,17381,renewed online subscription,rohan,,P2M
RCME8S,4/26/2025,Bill Payment,46642,410,46232,settled utility bills,aryan,,P2M
9FSMED,4/14/2025,Mobile Recharge,10123,73,10050,monthly mobile recharge,sita,,P2M
LKYVBD,5/12/2025,Bill Payment,47786,358,47428,paid gas bill,nisha,,P2M
RYCO7J,4/26/2025,Mobile Recharge,16583,488,16095,night data pack,sita,,P2M
OGNE1Y,4/16/2025,Mobile Recharge,41892,192,41700,monthly mobile recharge,anil,,P2M
DQMILZ,5/2/2025,Mobile Recharge,28506,376,28130,voice pack recharge,sita,,P2M
UR56J3,4/30/2025,Bill Payment,43711,364,43347,postpaid mobile bill,sita,,P2M
UHPJ95,5/1/2025,Bill Payment,49008,464,48544,education portal fee,sita,,P2M
OMXK75,4/26/2025,Mobile Recharge,3718,229,3489,recharged phone,aryan,,P2M
LMJYGC,5/3/2025,Money Transfer,45817,19164,26653,shared dinner bill,anil,kumar,P2P
VXM4TE,5/12/2025,Mobile Recharge,37737,164,37573,weekly pack reload,deepa,,P2M
AW756L,5/5/2025,Bill Payment,16729,368,16361,credit card bill,anil,,P2M
XBNML8,4/13/2025,Bill Payment,28609,254,28355,education portal fee,deepa,,P2M
Z12LQ8,5/9/2025,Bill Payment,8756,60,8696,tv cable payment,sita,,P2M
KQ8YUF,4/16/2025,Money Transfer,21878,3950,17928,cash gift for nephew,aryan,shruti,P2P
701PFE,4/21/2025,Mobile Recharge,28481,50,28431,recharged phone,sita,,P2M
419S7C,4/17/2025,Money Transfer,18929,16078,2851,old debt settlement,sita,harry,P2P
4F5XFD,4/28/2025,Money Transfer,32282,12413,19869,shared fuel cost,rohan,shruti,P2P
F50O19,5/12/2025,Money Transfer,29684,18103,11581,emergency funds,aryan,shruti,P2P
3J9TVT,4/13/2025,Money Transfer,66302,19024,47278,paid tuition fee,anil,harry,P2P
L2GEO8,5/1/2025,Money Transfer,45229,8887,36342,family medical help,aryan,alex,P2P
GJKQCG,4/17/2025,Bill Payment,39910,135,39775,settled utility bills,deepa,,P2M
PSXHP0,4/19/2025,Mobile Recharge,42441,373,42068,recharged phone,aryan,,P2M
L9Y0J5,4/16/2025,Money Transfer,30299,14618,15681,cash gift for nephew,sita,mira,P2P
YMAHBV,5/9/2025,Money Transfer,18370,320,18050,emergency funds,deepa,mira,P2P
V69RFJ,5/6/2025,Mobile Recharge,34343,397,33946,evening call pack,rohan,,P2M
L0Y5PR,5/11/2025,Bill Payment,48137,96,48041,regular bill settlement,sita,,P2M
JF0KE8,4/25/2025,Money Transfer,18397,6579,11818,cash gift for nephew,rohan,alex,P2P
CZK8RD,5/10/2025,Mobile Recharge,13747,499,13248,night data pack,deepa,,P2M
Y45T56,4/12/2025,Mobile Recharge,12599,100,12499,voice pack recharge,anil,,P2M
SSBW0F,5/2/2025,Mobile Recharge,33404,427,32977,recharged unlimited pack,rohan,,P2M
L4Y96V,5/11/2025,Bill Payment,3189,419,2770,online newspaper renewal,rohan,,P2M
7VRE87,4/24/2025,Mobile Recharge,25229,459,24770,bonus talktime refill,anil,,P2M
1WHY5W,5/8/2025,Bill Payment,11876,470,11406,regular bill settlement,aryan,,P2M
A1KDBQ,4/16/2025,Bill Payment,19995,386,19609,paid gas bill,sita,,P2M
VNOIUG,4/27/2025,Bill Payment,21449,196,21253,monthly subscription,sita,,P2M
5BB5SW,4/16/2025,Money Transfer,10238,6943,3295,shared fuel cost,aryan,alex,P2P
0I9NGM,4/28/2025,Bill Payment,27302,449,26853,tv cable payment,aryan,,P2M
Z0C0AO,4/13/2025,Money Transfer,21782,3813,17969,advance payment to friend,aryan,harry,P2P
OVMJSR,4/30/2025,Mobile Recharge,12742,341,12401,weekly pack reload,sita,,P2M
K8VGFB,5/12/2025,Money Transfer,49005,9030,39975,sent rent,rohan,shruti,P2P
U6OTY1,5/8/2025,Mobile Recharge,29115,500,28615,special festival offer recharge,anil,,P2M
VIDFEW,4/12/2025,Bill Payment,23451,393,23058,tv cable payment,nisha,,P2M
OS7F11,4/28/2025,Mobile Recharge,8349,484,7865,flash deal recharge,anil,,P2M
7KOC54,4/23/2025,Bill Payment,18095,302,17793,online newspaper renewal,rohan,,P2M
JCMTW7,4/20/2025,Bill Payment,9177,468,8709,settled utility bills,deepa,,P2M
4IDC0Q,4/27/2025,Money Transfer,41207,2583,38624,split vacation cost,nisha,mira,P2P
Q5S8PN,4/25/2025,Mobile Recharge,7079,223,6856,quick talktime refill,deepa,,P2M
CD26ZP,4/13/2025,Bill Payment,11115,369,10746,paid club membership,sita,,P2M
LA5P70,4/24/2025,Mobile Recharge,9269,173,9096,limited time mobile pack,nisha,,P2M
7GKHLN,4/27/2025,Bill Payment,3317,87,3230,credit card bill,anil,,P2M
AK7R2A,4/23/2025,Bill Payment,31956,160,31796,education portal fee,deepa,,P2M
4ZSCHG,4/18/2025,Money Transfer,31449,8620,22829,urgent family need,aryan,mira,P2P
A852ZS,4/15/2025,Money Transfer,37009,18359,18650,support for groceries,rohan,mira,P2P
NBOP2H,5/12/2025,Bill Payment,50217,325,49892,government water bill,rohan,,P2M
DG3OWO,4/23/2025,Bill Payment,39186,117,39069,cleared water charges,deepa,,P2M
59BEGH,4/29/2025,Money Transfer,36187,6657,29530,advance payment to friend,sita,harry,P2P
FGEI9B,4/13/2025,Mobile Recharge,27875,492,27383,recharged phone,rohan,,P2M
5O9YMR,4/27/2025,Money Transfer,18258,10251,8007,monthly loan repayment,sita,alex,P2P
U8I5DF,5/3/2025,Money Transfer,33838,14019,19819,emergency funds,deepa,mira,P2P
6RACBJ,4/21/2025,Mobile Recharge,12645,416,12229,data pack activation,rohan,,P2M
B1F0H1,4/18/2025,Money Transfer,22542,7331,15211,split vacation cost,deepa,alex,P2P
7AW36W,4/27/2025,Bill Payment,9067,385,8682,credit card bill,nisha,,P2M
OG1ZC9,5/7/2025,Bill Payment,29791,396,29395,cleared digital TV dues,aryan,,P2M
N21OIG,5/5/2025,Bill Payment,16309,168,16141,education portal fee,aryan,,P2M
NQSO3L,4/25/2025,Bill Payment,3359,204,3155,settled utility bills,aryan,,P2M
VAWNMO,5/11/2025,Bill Payment,2337,230,2107,monthly subscription,anil,,P2M
82ZZGZ,5/2/2025,Money Transfer,38437,18765,19672,support for groceries,sita,shruti,P2P
REUYBR,4/24/2025,Money Transfer,16915,15026,1889,shared fuel cost,nisha,kumar,P2P
02ZD8A,4/22/2025,Money Transfer,30305,19015,11290,sent birthday funds,rohan,shruti,P2P
CKXR3V,4/19/2025,Bill Payment,47640,105,47535,tv cable payment,anil,,P2M
L59LUT,5/8/2025,Money Transfer,51382,16552,34830,old debt settlement,deepa,shruti,P2P
LS426I,5/8/2025,Mobile Recharge,21978,84,21894,flash deal recharge,anil,,P2M
TGI9ZF,4/21/2025,Mobile Recharge,44501,93,44408,ntc top-up,aryan,,P2M
YB254F,5/3/2025,Bill Payment,44602,208,44394,paid gas bill,rohan,,P2M
CH6TR6,5/8/2025,Money Transfer,50895,5196,45699,advance payment to friend,rohan,mira,P2P
YGZKBD,4/30/2025,Bill Payment,41325,331,40994,paid electricity bill,aryan,,P2M
0U7FKI,4/22/2025,Mobile Recharge,41774,157,41617,voice and data bundle,sita,,P2M
AAE4T0,4/13/2025,Bill Payment,19941,417,19524,education portal fee,sita,,P2M
U08C5T,5/2/2025,Money Transfer,39166,11908,27258,monthly rent for flat,deepa,harry,P2P
8AL7V5,5/1/2025,Bill Payment,39077,121,38956,paid gas bill,anil,,P2M
UBORBN,4/29/2025,Bill Payment,7980,146,7834,government water bill,nisha,,P2M
